date,nav
2025-09-30,108.7397
2025-09-26,108.6702
2025-09-25,108.617
2025-09-24,108.5859
2025-09-23,108.5708
2025-09-22,108.5131
2025-09-19,108.4428
2025-09-18,108.4552
2025-09-17,108.4538
2025-09-16,108.3787
2025-09-15,108.3802
2025-09-12,108.4006
2025-09-11,108.369
2025-09-10,108.3574
2025-09-09,108.3519
2025-09-05,108.245
2025-09-04,108.1379
2025-09-03,108.0471
2025-09-02,108.0088
2025-09-01,108.0373
2025-08-29,108.0297
2025-08-28,108.066
2025-08-26,107.9266
2025-08-25,108.1037
2025-08-22,108.1096
2025-08-21,108.0985
2025-08-20,108.0899
2025-08-19,108.0083
2025-08-18,108.1271
2025-08-14,108.1543
2025-08-13,107.9901
2025-08-12,108.049
2025-08-11,108.2018
2025-08-08,108.2726
2025-08-07,108.2611
2025-08-06,108.2153
2025-08-05,108.4412
2025-08-04,108.4355
2025-08-01,108.2952
2025-07-31,108.2167
2025-07-30,108.1757
2025-07-29,108.1828
2025-07-28,108.2193
2025-07-25,108.1982
2025-07-24,108.2573
2025-07-23,108.2277
2025-07-22,108.1979
2025-07-21,108.1729
2025-07-18,108.1161
2025-07-17,108.0272
2025-07-16,107.9658
2025-07-15,107.962
2025-07-14,107.9617
2025-07-11,107.9125
2025-07-10,107.8928
2025-07-09,107.8924
2025-07-08,107.9198
2025-07-07,107.9243
2025-07-04,107.8466
2025-07-03,107.8552
2025-07-02,107.7677
2025-07-01,107.6624
2025-06-30,107.5767
2025-06-27,107.4878
2025-06-26,107.5011
2025-06-25,107.511
2025-06-24,107.5733
2025-06-23,107.4577
2025-06-20,107.4384
2025-06-19,107.4465
2025-06-18,107.5716
2025-06-17,107.5644
2025-06-16,107.4387
2025-06-13,107.3575
2025-06-12,107.4825
2025-06-11,107.5439
2025-06-10,107.6421
2025-06-09,107.886
2025-06-06,108.0092
2025-06-05,107.7812
2025-06-04,107.7469
2025-06-03,107.7345
2025-06-02,107.7103
2025-05-30,107.657
2025-05-29,107.6883
2025-05-28,107.6822
2025-05-27,107.6329
2025-05-26,107.6218
2025-05-23,107.5534
2025-05-22,107.5193
2025-05-21,107.4878
2025-05-20,107.2867
2025-05-19,107.1766
2025-05-16,107.0688
2025-05-15,106.9055
2025-05-14,106.7901
2025-05-13,106.6661
2025-05-09,106.2789
2025-05-08,106.3466
2025-05-07,106.5585
2025-05-06,106.5085
2025-05-05,106.5451
2025-05-02,106.4573
2025-04-30,106.4272
2025-04-29,106.4231
2025-04-28,106.3422
2025-04-25,106.2928
2025-04-24,106.3431
2025-04-23,106.3557
2025-04-22,106.2867
2025-04-21,106.1959
2025-04-17,106.0393
2025-04-16,105.9138
2025-04-15,105.8256
2025-04-11,105.7166
2025-04-09,105.595
2025-04-08,105.4798
2025-04-07,105.4895
2025-04-04,105.4731
2025-04-03,105.407
2025-04-02,105.2693
2025-03-31,104.8517
2025-03-28,104.798
2025-03-27,104.5887
2025-03-26,104.4275
2025-03-25,104.3152
2025-03-24,104.2711
2025-03-21,104.1787
2025-03-20,104.0851
2025-03-19,103.9843
2025-03-18,103.8685
2025-03-17,103.8183
2025-03-13,103.7314
2025-03-12,103.6937
2025-03-11,103.6633
2025-03-10,103.6318
2025-03-07,103.5932
2025-03-06,103.577
2025-03-05,103.5156
2025-03-04,103.4961
2025-03-03,103.4915
2025-02-28,103.4542
2025-02-27,103.475
2025-02-25,103.5311
2025-02-24,103.523
2025-02-21,103.4606
2025-02-20,103.4473
2025-02-18,103.428
2025-02-17,103.4024
2025-02-14,103.3587
2025-02-13,103.3413
2025-02-12,103.3327
2025-02-11,103.3491
2025-02-10,103.3119
2025-02-07,103.2983
2025-02-06,103.3557
2025-02-05,103.2887
2025-02-04,103.2096
2025-02-03,103.2079
2025-01-31,103.1194
2025-01-30,103.0995
2025-01-29,103.0631
2025-01-28,103.0551
2025-01-27,103.0191
2025-01-24,102.9
2025-01-23,102.8828
2025-01-22,102.882
2025-01-21,102.833
2025-01-20,102.7722
2025-01-17,102.6971
2025-01-16,102.6846
2025-01-15,102.5547
2025-01-14,102.5067
2025-01-13,102.479
2025-01-10,102.5788
2025-01-09,102.5669
2025-01-08,102.5842
2025-01-07,102.5942
2025-01-06,102.5428
2025-01-03,102.4734
2025-01-02,102.4411
2025-01-01,102.4373
2024-12-31,102.4261
2024-12-30,102.3935
2024-12-27,102.3377
2024-12-26,102.3057
2024-12-24,102.276
2024-12-23,102.2971
2024-12-20,102.2299
2024-12-19,102.2319
2024-12-18,102.3051
2024-12-17,102.2788
2024-12-16,108.8176
2024-12-13,108.7654
2024-12-12,108.76
2024-12-11,108.7714
2024-12-10,108.7512
2024-12-09,108.7124
2024-12-06,108.6492
2024-12-05,108.7127
2024-12-04,108.6652
2024-12-03,108.5772
2024-12-02,108.547
2024-11-29,108.3481
2024-11-28,108.248
2024-11-27,108.2186
2024-11-26,108.234
2024-11-25,108.2199
2024-11-22,108.1301
2024-11-21,108.1547
2024-11-19,108.1459
2024-11-18,108.1144
2024-11-14,108.0265
2024-11-13,108.0513
2024-11-12,108.0534
2024-11-11,108.0457
2024-11-08,107.9884
2024-11-07,107.9237
2024-11-06,107.8879
2024-11-05,107.8874
2024-11-04,107.8739
2024-10-31,107.8015
2024-10-30,107.7881
2024-10-29,107.725
2024-10-28,107.6861
2024-10-25,107.6909
2024-10-24,107.674
2024-10-23,107.6336
2024-10-22,107.5869
2024-10-21,107.6357
2024-10-18,107.6158
2024-10-17,107.6503
2024-10-16,107.6535
2024-10-15,107.6534
2024-10-14,107.6186
2024-10-11,107.5265
2024-10-10,107.504
2024-10-09,107.4772
2024-10-08,107.3126
2024-10-07,107.2487
2024-10-04,107.2257
2024-10-03,107.3076
2024-10-01,107.3237
2024-09-30,107.225
2024-09-27,107.1769
2024-09-26,107.1966
2024-09-25,107.1126
2024-09-24,107.0466
2024-09-23,107.0237
2024-09-20,106.929
2024-09-19,106.8809
2024-09-17,106.7639
2024-09-16,106.7623
2024-09-13,106.6573
2024-09-12,106.5827
2024-09-11,106.5512
2024-09-10,106.4902
2024-09-09,106.4667
2024-09-06,106.4146
2024-09-05,106.4059
2024-09-04,106.3754
2024-09-03,106.3329
2024-09-02,106.3054
2024-08-30,106.2668
2024-08-29,106.2648
2024-08-28,106.2365
2024-08-27,106.1953
2024-08-26,106.1703
2024-08-23,106.1127
2024-08-22,106.0858
2024-08-21,106.0518
2024-08-20,106.0252
2024-08-19,105.9818
2024-08-16,105.9116
2024-08-14,105.8943
2024-08-13,105.8532
2024-08-12,105.8262
2024-08-09,105.7861
2024-08-08,105.7637
2024-08-07,105.7549
2024-08-06,105.7253
2024-08-05,105.7262
2024-08-02,105.5909
2024-08-01,105.5455
2024-07-31,105.5109
2024-07-30,105.5094
2024-07-29,105.5119
2024-07-26,105.4135
2024-07-25,105.3408
2024-07-24,105.2595
2024-07-23,105.2253
2024-07-22,105.223
2024-07-19,105.1758
2024-07-18,105.1452
2024-07-16,105.0855
2024-07-15,105.0151
2024-07-12,104.9292
2024-07-11,104.9227
2024-07-10,104.9009
2024-07-09,104.8761
2024-07-08,104.8485
2024-07-05,104.7786
2024-07-04,104.745
2024-07-03,104.7114
2024-07-02,104.6724
2024-07-01,104.6276
2024-06-30,104.6136
2024-06-28,104.574
2024-06-27,104.5382
2024-06-26,104.5187
2024-06-25,104.5405
2024-06-24,117.8708
2024-06-21,104.4713
2024-06-20,104.432
2024-06-19,104.3994
2024-06-18,104.3524
2024-06-14,104.2704
2024-06-13,104.2366
2024-06-12,104.1778
2024-06-11,104.1556
2024-06-10,104.0928
2024-06-07,104.0351
2024-06-06,103.9979
2024-06-05,103.9001
2024-06-04,103.8414
2024-06-03,104.0983
2024-05-31,103.9547
2024-05-30,103.9279
2024-05-29,103.8954
2024-05-28,103.9118
2024-05-27,103.9153
2024-05-24,103.871
2024-05-22,103.7992
2024-05-21,103.7247
2024-05-17,103.6086
2024-05-16,103.618
2024-05-15,103.5312
2024-05-14,103.4525
2024-05-13,103.4188
2024-05-10,103.3607
2024-05-09,103.3271
2024-05-08,103.3191
2024-05-07,103.3251
2024-05-06,103.3135
2024-05-03,103.16
2024-05-02,103.1097
2024-04-30,103.0514
2024-04-29,103.0161
2024-04-26,102.9593
2024-04-25,102.9493
2024-04-24,102.9549
2024-04-23,102.9532
2024-04-22,102.8818
2024-04-19,102.785
2024-04-18,102.878
2024-04-16,102.834
2024-04-15,102.8695
2024-04-12,102.7853
2024-04-10,102.8998
2024-04-08,102.7894
2024-04-05,102.8278
2024-04-04,102.831
2024-04-03,102.7932
2024-04-02,102.7608
2024-03-31,102.7632
2024-03-28,102.7096
2024-03-27,102.5361
2024-03-26,110.1903
2024-03-22,110.1729
2024-03-21,110.2046
2024-03-20,110.1485
2024-03-19,110.114
2024-03-18,110.144
2024-03-15,110.1319
2024-03-14,110.1196
2024-03-13,110.1303
2024-03-12,110.1246
2024-03-11,110.12
2024-03-07,109.9624
2024-03-06,109.9177
2024-03-05,109.8552
2024-03-04,109.8436
2024-03-01,109.7834
2024-02-29,109.7711
2024-02-28,109.7569
2024-02-27,109.7147
2024-02-26,109.7161
2024-02-23,109.6186
2024-02-22,109.6091
2024-02-21,109.5846
2024-02-20,109.5383
2024-02-16,109.393
2024-02-15,109.3771
2024-02-14,109.2938
2024-02-13,109.3221
2024-02-12,109.3183
2024-02-09,109.2569
2024-02-08,109.2929
2024-02-07,109.2938
2024-02-06,109.2489
2024-02-05,109.2279
2024-02-02,109.2484
2024-02-01,109.1334
2024-01-31,108.9501
2024-01-30,108.9094
2024-01-29,108.8663
2024-01-25,108.7795
2024-01-24,108.7584
2024-01-23,108.756
2024-01-19,108.6634
2024-01-18,108.6691
2024-01-17,108.6641
2024-01-16,108.6565
2024-01-15,108.6546
2024-01-12,108.5277
2024-01-11,108.4768
2024-01-10,108.4687
2024-01-09,108.4351
2024-01-08,108.4013
2024-01-05,108.2934
2024-01-04,108.3068
2024-01-03,108.3033
2024-01-02,108.302
2024-01-01,108.2962
2023-12-29,108.2404
2023-12-28,116.2869
2023-12-27,116.2785
2023-12-26,116.29
2023-12-22,116.1862
2023-12-21,116.1666
2023-12-20,116.1637
2023-12-19,116.146
2023-12-18,116.1498
2023-12-15,116.0675
2023-12-14,115.9449
2023-12-13,115.7767
2023-12-12,115.7387
2023-12-11,115.7213
2023-12-08,115.6975
2023-12-07,115.7012
2023-12-06,115.6714
2023-12-05,115.6087
2023-12-04,115.5786
2023-12-01,115.4928
2023-11-30,115.5118
2023-11-29,115.5248
2023-11-28,115.4606
2023-11-24,115.3487
2023-11-23,115.3838
2023-11-22,115.3956
2023-11-21,115.3462
2023-11-20,115.4124
2023-11-17,115.4046
2023-11-16,115.359
2023-11-15,115.3184
2023-11-13,115.1762
2023-11-10,115.1099
2023-11-09,115.1482
2023-11-08,115.097
2023-11-07,115.0481
2023-11-06,114.9939
2023-11-03,114.9185
2023-11-02,114.8598
2023-11-01,114.7619
2023-10-31,114.7532
2023-10-30,114.7213
2023-10-27,114.6755
2023-10-26,114.6543
2023-10-25,114.6385
2023-10-23,114.5561
2023-10-20,114.5203
2023-10-19,114.5085
2023-10-18,114.5264
2023-10-17,114.5336
2023-10-16,114.515
2023-10-13,114.4576
2023-10-12,114.4277
2023-10-11,114.3772
2023-10-10,114.2773
2023-10-09,114.2335
2023-10-06,114.2282
2023-10-05,114.5152
2023-10-04,114.4301
2023-10-03,114.4257
2023-09-29,114.3746
2023-09-27,114.4022
2023-09-26,114.3858
2023-09-25,114.3926
2023-09-22,114.3437
2023-09-21,114.3346
2023-09-20,114.3068
2023-09-18,114.2257
2023-09-15,114.1634
2023-09-14,114.2468
2023-09-13,114.1471
2023-09-12,114.0096
2023-09-11,114.0239
2023-09-08,114.0015
2023-09-07,114.0437
2023-09-06,113.9571
2023-09-05,113.9984
2023-09-04,113.9843
2023-09-01,113.9205
2023-08-31,113.9005
2023-08-30,113.8834
2023-08-29,113.8467
2023-08-28,113.8221
2023-08-25,113.708
2023-08-24,113.6982
2023-08-23,113.6358
2023-08-22,113.5608
2023-08-21,113.5726
2023-08-18,113.5055
2023-08-17,113.448
2023-08-14,113.4717
2023-08-11,113.4328
2023-08-10,113.4695
2023-08-09,113.4446
2023-08-08,113.4097
2023-08-07,113.4145
2023-08-04,113.3024
2023-08-03,113.3366
2023-08-02,113.371
2023-08-01,113.3502
2023-07-31,113.2955
2023-07-28,113.2233
2023-07-27,113.302
2023-07-26,113.25
2023-07-25,113.2068
2023-07-24,113.252
2023-07-21,113.1867
2023-07-20,113.2135
2023-07-19,113.185
2023-07-18,113.1539
2023-07-17,113.0933
2023-07-14,113.0224
2023-07-13,112.9794
2023-07-12,112.8785
2023-07-11,112.879
2023-07-10,112.7947
2023-07-07,112.7417
2023-07-06,112.7607
2023-07-05,112.7734
2023-07-04,112.7332
2023-07-03,112.6779
2023-06-30,112.6635
2023-06-28,112.6521
2023-06-27,112.6073
2023-06-26,112.5988
2023-06-23,112.5447
2023-06-22,112.5347
2023-06-21,112.5483
2023-06-20,112.5543
2023-06-19,112.5427
2023-06-16,112.4688
2023-06-15,112.4579
2023-06-14,112.4522
2023-06-13,112.4564
2023-06-12,112.4181
2023-06-09,112.3662
2023-06-08,112.3995
2023-06-07,112.4241
2023-06-06,112.3976
2023-06-05,112.35
2023-06-02,112.3136
2023-06-01,112.3041
2023-05-31,112.2328
2023-05-30,112.2149
2023-05-29,112.1994
2023-05-26,112.1609
2023-05-25,112.1468
2023-05-24,112.1392
2023-05-23,112.1072
2023-05-22,112.1196
2023-05-19,111.9729
2023-05-18,111.9625
2023-05-17,111.8786
2023-05-16,111.8439
2023-05-15,111.8017
2023-05-12,111.7357
2023-05-11,111.6912
2023-05-10,111.6632
2023-05-09,111.6494
2023-05-08,111.6462
2023-05-04,111.556
2023-05-03,111.534
2023-05-02,111.4551
2023-04-28,111.3814
2023-04-27,111.3747
2023-04-26,111.3157
2023-04-25,111.2845
2023-04-24,111.2444
2023-04-21,111.1177
2023-04-20,111.0695
2023-04-19,111.0669
2023-04-18,111.029
2023-04-17,110.9947
2023-04-13,110.9273
2023-04-12,110.9134
2023-04-11,110.847
2023-04-10,110.8339
2023-04-06,110.7692
2023-04-05,110.5493
2023-04-03,110.4369
2023-03-31,110.3887
2023-03-29,110.2525
2023-03-28,110.1156
2023-03-27,110.1469
2023-03-24,110.0794
2023-03-23,110.0625
2023-03-21,109.981
2023-03-20,109.9509
2023-03-17,109.8366
2023-03-16,109.7988
2023-03-15,109.8123
2023-03-14,109.7889
2023-03-13,109.7345
2023-03-10,109.5769
2023-03-09,109.541
2023-03-08,109.5103
2023-03-06,109.5313
2023-03-03,109.4874
2023-03-02,109.447
2023-03-01,109.43
2023-02-28,109.4442
2023-02-27,109.4341
2023-02-24,109.4234
2023-02-23,109.409
2023-02-22,109.3818
2023-02-21,109.4182
2023-02-20,109.378
2023-02-17,109.2924
2023-02-16,109.3243
2023-02-15,109.2929
2023-02-14,109.248
2023-02-13,109.2826
2023-02-10,109.2412
2023-02-09,109.2446
2023-02-08,109.2472
2023-02-07,109.2826
2023-02-06,109.2662
2023-02-03,109.2425
2023-02-02,109.2186
2023-02-01,109.1849
2023-01-31,109.0678
2023-01-30,109.0072
2023-01-27,108.9787
2023-01-25,108.9962
2023-01-24,108.9995
2023-01-23,108.9803
2023-01-20,108.9335
2023-01-19,108.9578
2023-01-18,108.929
2023-01-17,108.9098
2023-01-16,108.8945
2023-01-13,108.8441
2023-01-12,108.8154
2023-01-11,108.7682
2023-01-10,108.7409
2023-01-09,108.7189
2023-01-06,108.6235
2023-01-05,108.6405
2023-01-04,108.6262
2023-01-03,108.627
2023-01-02,108.5922
2022-12-30,108.5225
2022-12-29,108.4982
2022-12-28,108.4921
2022-12-27,108.472
2022-12-26,108.4303
2022-12-23,108.4095
2022-12-22,108.3903
2022-12-21,108.3843
2022-12-20,108.4123
2022-12-19,108.3837
2022-12-16,108.3466
2022-12-15,108.3336
2022-12-14,108.3488
2022-12-13,108.2884
2022-12-12,108.2614
2022-12-09,108.1868
2022-12-08,108.1783
2022-12-07,108.1551
2022-12-06,108.1762
2022-12-05,108.1499
2022-12-02,108.0988
2022-12-01,108.0832
2022-11-30,108.0334
2022-11-29,107.99
2022-11-28,107.9959
2022-11-25,107.9066
2022-11-24,107.8882
2022-11-23,107.8393
2022-11-22,107.8369
2022-11-21,107.8002
2022-11-18,107.7527
2022-11-17,107.7346
2022-11-16,107.7065
2022-11-15,107.709
2022-11-14,107.6593
2022-11-11,107.6105
2022-11-10,107.5243
2022-11-09,107.4581
2022-11-07,107.3633
2022-11-04,107.307
2022-11-03,107.2944
2022-11-02,107.303
2022-11-01,107.2818
2022-10-31,107.2729
2022-10-28,107.2137
2022-10-27,107.2349
2022-10-25,107.112
2022-10-21,106.9649
2022-10-20,106.9757
2022-10-19,106.997
2022-10-18,106.9767
2022-10-17,106.9437
2022-10-14,106.7922
2022-10-13,106.812
2022-10-12,106.808
2022-10-11,106.782
2022-10-10,106.8233
2022-10-07,106.8408
2022-10-06,106.8875
2022-10-04,106.8856
2022-10-03,106.8261
2022-09-30,106.7948
2022-09-29,106.7145
2022-09-28,106.6485
2022-09-27,106.6575
2022-09-26,106.6784
2022-09-23,106.6333
2022-09-22,106.7549
2022-09-21,106.8072
2022-09-20,106.824
2022-09-19,106.8748
2022-09-16,106.8585
2022-09-15,106.9084
2022-09-14,106.9625
2022-09-13,106.9983
2022-09-12,106.954
2022-09-09,106.9116
2022-09-08,106.9005
2022-09-07,106.8681
2022-09-06,106.8291
2022-09-05,106.8191
2022-09-02,106.7705
2022-09-01,106.7475
2022-08-30,106.7038
2022-08-29,106.6906
2022-08-26,106.6296
2022-08-25,106.5824
2022-08-24,106.599
2022-08-23,106.5597
2022-08-22,106.5568
2022-08-19,106.5072
2022-08-18,106.5141
2022-08-17,106.5092
2022-08-12,106.3294
2022-08-11,106.3209
2022-08-10,106.2542
2022-08-08,106.1541
2022-08-05,106.1086
2022-08-04,106.2254
2022-08-03,106.15
2022-08-02,106.1993
2022-08-01,106.1219
2022-07-29,106.0066
2022-07-28,105.9484
2022-07-27,105.9293
2022-07-26,105.9161
2022-07-25,105.9141
2022-07-22,105.8449
2022-07-21,105.8401
2022-07-20,105.8304
2022-07-19,105.7996
2022-07-18,105.788
2022-07-15,105.776
2022-07-14,105.776
2022-07-13,105.7695
2022-07-12,105.7093
2022-07-11,105.672
2022-07-08,105.6723
2022-07-07,105.7041
2022-07-06,105.7065
2022-07-05,105.5371
2022-07-04,105.4884
2022-07-01,105.3963
2022-06-30,105.3199
2022-06-29,105.2859
2022-06-28,105.2771
2022-06-27,105.2922
2022-06-24,105.1971
2022-06-23,105.2106
2022-06-22,105.1767
2022-06-21,112.757
2022-06-20,112.7336
2022-06-17,112.5783
2022-06-16,112.5715
2022-06-15,112.5757
2022-06-14,112.583
2022-06-13,112.5985
2022-06-10,112.6848
2022-06-09,112.6487
2022-06-08,112.5902
2022-06-07,112.4553
2022-06-06,112.53
2022-06-03,112.5469
2022-06-02,112.579
2022-06-01,112.5519
2022-05-31,112.6801
2022-05-30,112.6166
2022-05-27,112.5875
2022-05-26,112.5751
2022-05-25,112.5511
2022-05-24,112.5432
2022-05-23,112.5061
2022-05-20,112.4374
2022-05-19,112.4539
2022-05-18,112.4368
2022-05-17,112.4137
2022-05-13,112.3647
2022-05-12,112.433
2022-05-11,112.3991
2022-05-10,112.3479
2022-05-09,112.2672
2022-05-06,112.244
2022-05-05,112.3588
2022-05-04,112.4331
2022-05-02,113.1319
2022-04-29,113.0956
2022-04-28,113.0848
2022-04-27,113.0954
2022-04-26,113.0579
2022-04-25,113.0615
2022-04-22,112.959
2022-04-21,112.956
2022-04-20,112.936
2022-04-19,112.9046
2022-04-18,112.8584
2022-04-13,112.6844
2022-04-12,112.8405
2022-04-11,112.8479
2022-04-08,112.9062
2022-04-07,113.1825
2022-04-06,113.1607
2022-04-05,113.1661
2022-04-04,113.1171
2022-03-31,113.0782
2022-03-30,113.0255
2022-03-29,112.9912
2022-03-28,112.9448
2022-03-25,112.9034
2022-03-24,112.8542
2022-03-23,112.8231
2022-03-22,121.9441
2022-03-21,121.9474
2022-03-17,121.8816
2022-03-16,121.7919
2022-03-15,121.8177
2022-03-14,121.7179
2022-03-11,121.6652
2022-03-10,121.6699
2022-03-09,121.6144
2022-03-08,121.5935
2022-03-07,121.6023
2022-03-04,121.6603
2022-03-03,121.6296
2022-03-02,121.665
2022-02-28,121.7348
2022-02-25,121.7161
2022-02-24,121.7161
2022-02-23,121.7264
2022-02-22,121.6893
2022-02-21,121.7193
2022-02-18,121.6824
2022-02-17,121.6561
2022-02-16,121.6448
2022-02-15,121.6181
2022-02-14,121.6236
2022-02-11,121.5265
2022-02-10,121.4458
2022-02-09,121.2257
2022-02-08,121.1629
2022-02-04,121.0091
2022-02-03,121.0079
2022-02-02,120.9797
2022-02-01,121.041
2022-01-31,121.2264
2022-01-28,121.1287
2022-01-27,121.1095
2022-01-25,121.1535
2022-01-24,121.1248
2022-01-21,121.133
2022-01-20,121.1056
2022-01-19,121.0829
2022-01-18,121.0769
2022-01-17,121.0746
2022-01-14,121.0906
2022-01-13,121.0679
2022-01-12,121.0236
2022-01-11,120.9723
2022-01-10,120.9198
2022-01-07,120.9547
2022-01-06,120.9577
2022-01-05,120.9314
2022-01-04,120.9326
2022-01-03,120.9791
2021-12-31,120.9424
2021-12-30,120.9049
2021-12-29,120.9039
2021-12-28,120.8977
2021-12-27,120.9367
2021-12-24,120.886
2021-12-23,120.8813
2021-12-22,120.8645
2021-12-21,132.1135
2021-12-20,132.1983
2021-12-17,132.2288
2021-12-16,132.2637
2021-12-15,132.2563
2021-12-14,132.2368
2021-12-13,132.1789
2021-12-10,132.1656
2021-12-09,132.162
2021-12-08,132.1611
2021-12-07,132.0998
2021-12-06,132.0903
2021-12-03,132.0162
2021-12-02,132.0146
2021-12-01,131.9697
2021-11-30,131.9668
2021-11-29,131.9194
2021-11-26,131.8818
2021-11-25,131.8704
2021-11-24,131.8645
2021-11-23,131.8686
2021-11-22,131.858
2021-11-18,131.7944
2021-11-17,131.7489
2021-11-16,131.7479
2021-11-15,131.7417
2021-11-12,131.6894
2021-11-11,131.6866
2021-11-10,131.659
2021-11-09,131.6599
2021-11-08,131.6163
2021-11-03,131.4386
2021-11-02,131.3907
2021-11-01,131.3951
2021-10-29,131.3687
2021-10-28,131.396
2021-10-27,131.4254
2021-10-26,131.4286
2021-10-25,131.5009
2021-10-22,131.4697
2021-10-21,131.4413
2021-10-20,131.3437
2021-10-18,131.3686
2021-10-14,131.3603
2021-10-13,131.3582
2021-10-12,131.2981
2021-10-11,131.2562
2021-10-08,131.2335
2021-10-07,131.2265
2021-10-06,131.2459
2021-10-05,131.2616
2021-10-04,131.3094
2021-10-01,131.2393
2021-09-30,131.2526
2021-09-29,131.2328
2021-09-28,131.3044
2021-09-27,131.258
2021-09-24,131.2694
2021-09-23,131.3554
2021-09-22,131.3513
2021-09-21,131.3316
2021-09-20,131.3222
2021-09-17,131.2591
2021-09-16,131.2345
2021-09-15,131.1996
2021-09-14,144.1251
2021-09-13,144.1118
2021-09-09,144.0574
2021-09-08,144.0275
2021-09-07,144.0042
2021-09-06,144.0148
2021-09-03,143.9699
2021-09-02,143.9444
2021-09-01,143.8746
2021-08-31,143.7984
2021-08-30,143.7535
2021-08-27,143.6277
2021-08-26,143.5893
2021-08-25,143.5853
2021-08-24,143.5629
2021-08-23,143.5597
2021-08-20,143.5164
2021-08-18,143.4818
2021-08-17,143.3696
2021-08-13,143.2392
2021-08-12,143.136
2021-08-11,143.0625
