date,nav
2025-06-10,5827.1891
2025-06-09,5829.1614
2025-06-06,5825.1945
2025-06-05,5816.4301
2025-06-04,5814.4359
2025-06-03,5812.5765
2025-06-02,5810.056
2025-05-30,5806.6169
2025-05-29,5805.6326
2025-05-28,5803.8799
2025-05-27,5801.7666
2025-05-26,5800.4584
2025-05-23,5797.5783
2025-05-22,5795.8073
2025-05-21,5795.4048
2025-05-20,5793.6894
2025-05-19,5791.2421
2025-05-16,5787.4816
2025-05-15,5784.8317
2025-05-14,5783.7466
2025-05-13,5780.0491
2025-05-09,5773.3156
2025-05-08,5774.8342
2025-05-07,5776.0155
2025-05-06,5774.9972
2025-05-05,5773.1211
2025-05-02,5769.7362
2025-04-30,5767.1752
2025-04-29,5766.6546
2025-04-28,5765.5012
2025-04-25,5762.4356
2025-04-24,5762.4655
2025-04-23,5760.6599
2025-04-22,5759.3888
2025-04-21,5758.0083
2025-04-17,5751.9598
2025-04-16,5750.2512
2025-04-15,5749.0705
2025-04-11,5744.5695
2025-04-09,5740.7071
2025-04-08,5736.6882
2025-04-07,5735.1937
2025-04-04,5732.122
2025-04-03,5730.5444
2025-04-02,5726.3244
2025-03-31,5716.824
2025-03-28,5713.7697
2025-03-27,5705.1533
2025-03-26,5704.2365
2025-03-25,5701.1631
2025-03-24,5700.1857
2025-03-21,5693.8851
2025-03-20,5689.694
2025-03-19,5687.3531
2025-03-18,5685.3043
2025-03-17,5683.8145
2025-03-13,5679.1086
2025-03-12,5677.2615
2025-03-11,5676.1432
2025-03-10,5675.2614
2025-03-07,5671.5
2025-03-06,5670.7057
2025-03-05,5669.8421
2025-03-04,5669.5153
2025-03-03,5668.836
2025-02-28,5666.3039
2025-02-27,5665.5035
2025-02-25,5663.4085
2025-02-24,5662.8036
2025-02-21,5658.526
2025-02-20,5657.2867
2025-02-18,5655.0607
2025-02-17,5654.1189
2025-02-14,5651.0746
2025-02-13,5650.1659
2025-02-12,5648.4814
2025-02-11,5647.2714
2025-02-10,5646.022
2025-02-07,5644.185
2025-02-06,5644.1449
2025-02-05,5641.2929
2025-02-04,5639.5493
2025-02-03,5638.0374
2025-01-31,5634.8733
2025-01-30,5633.6602
2025-01-29,5632.2632
2025-01-28,5630.4184
2025-01-27,5629.0101
2025-01-24,5625.5281
2025-01-23,5624.5255
2025-01-22,5623.6568
2025-01-21,5622.9541
2025-01-20,5621.8468
2025-01-17,5618.584
2025-01-16,5617.329
2025-01-15,5615.6509
2025-01-14,5613.9876
2025-01-13,5613.1264
2025-01-10,5610.3063
2025-01-09,5608.9131
2025-01-08,5608.6713
2025-01-07,5608.3364
2025-01-06,5607.5187
2025-01-03,5604.3724
2025-01-02,5603.5453
2025-01-01,5602.0594
2024-12-31,5600.5771
2024-12-30,5597.3384
2024-12-27,5594.0951
2024-12-26,5592.9244
2024-12-24,5590.9435
2024-12-23,5590.4471
2024-12-20,5588.072
2024-12-19,5587.01
2024-12-18,5586.4179
2024-12-17,5585.572
2024-12-16,5584.4671
2024-12-13,5580.9232
2024-12-12,5580.6696
2024-12-11,5580.1419
2024-12-10,5579.1651
2024-12-09,5578.25
2024-12-06,5575.0097
2024-12-05,5573.6012
2024-12-04,5572.0927
2024-12-03,5570.896
2024-12-02,5569.9305
2024-11-29,5566.4874
2024-11-28,5565.3431
2024-11-27,5564.3652
2024-11-26,5563.3251
2024-11-25,5562.2563
2024-11-22,5559.0282
2024-11-21,5557.9843
2024-11-19,5556.1305
2024-11-18,5555.0635
2024-11-14,5550.9097
2024-11-13,5549.7643
2024-11-12,5548.5622
2024-11-11,5547.5341
2024-11-08,5544.3048
2024-11-07,5543.2316
2024-11-06,5541.99
2024-11-05,5540.8795
2024-11-04,5539.5214
2024-10-31,5535.049
2024-10-30,5533.6549
2024-10-29,5532.5972
2024-10-28,5531.4854
2024-10-25,5528.4234
2024-10-24,5527.3884
2024-10-23,5526.2009
2024-10-22,5525.1776
2024-10-21,5524.1631
2024-10-18,5521.333
2024-10-17,5520.2522
2024-10-16,5519.2375
2024-10-15,5518.1759
2024-10-14,5517.3612
2024-10-11,5514.3907
2024-10-10,5512.9468
2024-10-09,5511.8431
2024-10-08,5510.3208
2024-10-07,5509.299
2024-10-04,5506.0251
2024-10-03,5504.5299
2024-10-01,5501.9906
2024-09-30,5500.7013
2024-09-27,5495.2936
2024-09-26,5493.8571
2024-09-25,5492.655
2024-09-24,5491.7099
2024-09-23,5490.5892
2024-09-20,5487.3347
2024-09-19,5486.1019
2024-09-17,5483.7926
2024-09-16,5482.4736
2024-09-13,5479.344
2024-09-12,5477.9222
2024-09-11,5477.0398
2024-09-10,5475.9756
2024-09-09,5475.0575
2024-09-06,5471.7431
2024-09-05,5470.9194
2024-09-04,5469.7871
2024-09-03,5468.8173
2024-09-02,5467.6346
2024-08-30,5464.4471
2024-08-29,5463.5324
2024-08-28,5462.7689
2024-08-27,5461.7292
2024-08-26,5461.0959
2024-08-23,5458.18
2024-08-22,5457.1012
2024-08-21,5455.8625
2024-08-20,5454.3508
2024-08-19,5452.8782
2024-08-16,5449.5862
2024-08-14,5447.357
2024-08-13,5446.294
2024-08-12,5445.8783
2024-08-09,5442.9315
2024-08-08,5441.9641
2024-08-07,5441.0345
2024-08-06,5439.9349
2024-08-05,5439.0651
2024-08-02,5435.8684
2024-08-01,5434.8589
2024-07-31,5433.6933
2024-07-30,5432.772
2024-07-29,5431.7904
2024-07-26,5428.5956
2024-07-25,5427.5873
2024-07-24,5426.637
2024-07-23,5425.4758
2024-07-22,5424.1728
2024-07-19,5421.0041
2024-07-18,5419.9047
2024-07-16,5417.6751
2024-07-15,5416.6718
2024-07-12,5413.3353
2024-07-11,5412.4014
2024-07-10,5411.1036
2024-07-09,5410.0477
2024-07-08,5408.9972
2024-07-05,5405.9933
2024-07-04,5404.8862
2024-07-03,5403.6893
2024-07-02,5402.0965
2024-07-01,5399.8431
2024-06-28,5395.8631
2024-06-27,5393.747
2024-06-26,5392.8702
2024-06-25,5392.2884
2024-06-24,5391.5451
2024-06-21,5388.5437
2024-06-20,5387.3667
2024-06-19,5386.0054
2024-06-18,5384.8341
2024-06-14,5380.5567
2024-06-13,5379.5388
2024-06-12,5378.4232
2024-06-11,5377.1007
2024-06-10,5375.5307
2024-06-07,5372.2291
2024-06-06,5371.2112
2024-06-05,5369.9555
2024-06-04,5369.0379
2024-06-03,5369.1209
2024-05-31,5365.8097
2024-05-30,5364.7137
2024-05-29,5363.2902
2024-05-28,5362.1042
2024-05-27,5361.4316
2024-05-24,5358.5147
2024-05-22,5356.3608
2024-05-21,5355.2502
2024-05-17,5350.4153
2024-05-16,5349.5038
2024-05-15,5348.7106
2024-05-14,5347.522
2024-05-13,5346.0212
2024-05-10,5342.7724
2024-05-09,5342.3428
2024-05-08,5341.9087
2024-05-07,5341.0415
2024-05-06,5339.654
2024-05-03,5336.1567
2024-05-02,5334.9028
2024-04-30,5332.5376
2024-04-29,5331.6499
2024-04-26,5329.7189
2024-04-25,5328.7384
2024-04-24,5328.1588
2024-04-23,5327.986
2024-04-22,5326.3075
2024-04-19,5323.488
2024-04-18,5322.9549
2024-04-16,5321.3584
2024-04-15,5320.2438
2024-04-12,5317.4247
2024-04-10,5315.0084
2024-04-08,5311.3856
2024-04-05,5308.5645
2024-04-04,5306.7555
2024-04-03,5304.7841
2024-04-02,5304.0112
2024-03-31,5300.0371
2024-03-28,5297.0087
2024-03-27,5290.4767
2024-03-26,5289.8511
2024-03-22,5286.4682
2024-03-21,5285.8535
2024-03-20,5284.6048
2024-03-19,5283.2986
2024-03-18,5282.1891
2024-03-15,5278.4609
2024-03-14,5277.4985
2024-03-13,5276.9295
2024-03-12,5275.5439
2024-03-11,5274.1498
2024-03-07,5269.8128
2024-03-06,5268.4947
2024-03-05,5266.8776
2024-03-04,5265.3638
2024-03-01,5261.5919
2024-02-29,5260.251
2024-02-28,5259.1081
2024-02-27,5257.5008
2024-02-26,5256.6
2024-02-23,5253.4712
2024-02-22,5252.4138
2024-02-21,5250.0855
2024-02-20,5248.6377
2024-02-16,5244.0761
2024-02-15,5242.6289
2024-02-14,5241.2555
2024-02-13,5240.0332
2024-02-12,5239.0724
2024-02-09,5236.1159
2024-02-08,5235.5175
2024-02-07,5234.3976
2024-02-06,5233.0702
2024-02-05,5232.0589
2024-02-02,5228.987
2024-02-01,5227.8426
2024-01-31,5226.6958
2024-01-30,5225.6473
2024-01-29,5224.7227
2024-01-25,5220.4806
2024-01-24,5219.4493
2024-01-23,5218.8964
2024-01-19,5215.4828
2024-01-18,5214.4832
2024-01-17,5213.6768
2024-01-16,5212.6448
2024-01-15,5211.8996
2024-01-12,5208.7335
2024-01-11,5207.6081
2024-01-10,5206.6308
2024-01-09,5205.5933
2024-01-08,5204.44
2024-01-05,5201.3986
2024-01-04,5200.3198
2024-01-03,5199.3473
2024-01-02,5198.237
2024-01-01,5197.2106
2023-12-29,5193.5766
2023-12-28,5191.4852
2023-12-27,5190.1856
2023-12-26,5189.3786
2023-12-22,5185.1321
2023-12-21,5184.3051
2023-12-20,5183.1792
2023-12-19,5182.0673
2023-12-18,5180.8939
2023-12-15,5178.0931
2023-12-14,5177.1524
2023-12-13,5176.1125
2023-12-12,5175.2278
2023-12-11,5174.6676
2023-12-08,5171.7529
2023-12-07,5170.8441
2023-12-06,5169.7717
2023-12-05,5168.7266
2023-12-04,5167.6094
2023-12-01,5164.7124
2023-11-30,5163.9629
2023-11-29,5163.0656
2023-11-28,5162.1408
2023-11-24,5158.0903
2023-11-23,5157.1238
2023-11-22,5156.2053
2023-11-21,5155.3252
2023-11-20,5154.4694
2023-11-17,5151.4842
2023-11-16,5150.4705
2023-11-15,5149.5885
2023-11-13,5147.5146
2023-11-10,5144.3649
2023-11-09,5143.6261
2023-11-08,5142.8513
2023-11-07,5141.9136
2023-11-06,5140.8425
2023-11-03,5137.6592
2023-11-02,5136.4273
2023-11-01,5135.4541
2023-10-31,5134.2875
2023-10-30,5133.2666
2023-10-27,5130.8988
2023-10-26,5129.78
2023-10-25,5128.7631
2023-10-23,5126.8681
2023-10-20,5124.0558
2023-10-19,5123.2239
2023-10-18,5122.5565
2023-10-17,5121.4613
2023-10-16,5120.5154
2023-10-13,5117.9674
2023-10-12,5117.0745
2023-10-11,5116.1458
2023-10-10,5115.025
2023-10-09,5114.2686
2023-10-06,5111.5197
2023-10-05,5111.21
2023-10-04,5110.153
2023-10-03,5108.6726
2023-09-30,5105.5501
2023-09-29,5104.5685
2023-09-27,5102.1423
2023-09-26,5100.8639
2023-09-25,5100.2951
2023-09-22,5097.3696
2023-09-21,5096.3256
2023-09-20,5095.7244
2023-09-18,5093.8039
2023-09-15,5091.1568
2023-09-14,5090.1453
2023-09-13,5089.1732
2023-09-12,5088.2771
2023-09-11,5087.4868
2023-09-08,5084.7079
2023-09-07,5083.722
2023-09-06,5082.772
2023-09-05,5081.8207
2023-09-04,5080.6577
2023-09-01,5077.8025
2023-08-31,5076.7648
2023-08-30,5075.8053
2023-08-29,5074.6012
2023-08-28,5073.6043
2023-08-25,5070.6754
2023-08-24,5069.6703
2023-08-23,5068.5481
2023-08-22,5067.7783
2023-08-21,5066.7137
2023-08-18,5063.5186
2023-08-17,5062.4447
2023-08-14,5060.4159
2023-08-11,5057.8363
2023-08-10,5057.6916
2023-08-09,5057.0763
2023-08-08,5056.1337
2023-08-07,5055.1632
2023-08-04,5052.3465
2023-08-03,5051.485
2023-08-02,5050.6815
2023-08-01,5049.9681
2023-07-31,5048.9266
2023-07-28,5046.2306
2023-07-27,5045.4077
2023-07-26,5044.5696
2023-07-25,5043.5119
2023-07-24,5042.5025
2023-07-21,5039.6374
2023-07-20,5038.5536
2023-07-19,5037.1063
2023-07-18,5036.279
2023-07-17,5035.2332
2023-07-14,5032.5397
2023-07-13,5031.2973
2023-07-12,5029.9035
2023-07-11,5028.798
2023-07-10,5027.7619
2023-07-07,5025.1711
2023-07-06,5024.0604
2023-07-05,5023.1911
2023-07-04,5022.0079
2023-07-03,5020.3836
2023-06-30,5016.9921
2023-06-28,5014.8176
2023-06-27,5013.5975
2023-06-26,5012.8809
2023-06-23,5010.3598
2023-06-22,5009.8954
2023-06-21,5008.6614
2023-06-20,5007.8745
2023-06-19,5006.9865
2023-06-16,5003.9814
2023-06-15,5002.8186
2023-06-14,5001.8616
2023-06-13,5000.2152
2023-06-12,4998.8233
2023-06-09,4996.2044
2023-06-08,4995.9409
2023-06-07,4995.4622
2023-06-06,4994.3002
2023-06-05,4993.0346
2023-06-02,4990.0511
2023-06-01,4988.8385
2023-05-31,4987.2829
2023-05-30,4986.4929
2023-05-29,4985.5343
2023-05-26,4983.2404
2023-05-25,4982.3941
2023-05-24,4981.7631
2023-05-23,4981.1777
2023-05-22,4981.3721
2023-05-19,4975.8054
2023-05-18,4974.5789
2023-05-17,4973.2457
2023-05-16,4971.8411
2023-05-15,4969.7348
2023-05-12,4966.2931
2023-05-11,4965.4888
2023-05-10,4964.5985
2023-05-09,4963.4563
2023-05-08,4962.7655
2023-05-04,4958.7909
2023-05-03,4957.8892
2023-05-02,4956.5376
2023-04-28,4953.5802
2023-04-27,4952.9107
2023-04-26,4952.2917
2023-04-25,4951.2321
2023-04-24,4950.3
2023-04-21,4947.616
2023-04-20,4946.6385
2023-04-19,4945.6851
2023-04-18,4944.4691
2023-04-17,4942.8765
2023-04-13,4938.9491
2023-04-12,4937.7767
2023-04-11,4935.9458
2023-04-10,4935.0426
2023-04-06,4930.1761
2023-04-05,4926.3066
2023-04-03,4924.5576
2023-03-31,4921.7155
2023-03-29,4915.7024
2023-03-28,4911.9693
2023-03-27,4911.3784
2023-03-24,4909.7777
2023-03-23,4909.366
2023-03-21,4906.6467
2023-03-20,4904.6736
2023-03-17,4900.9665
2023-03-16,4900.3
2023-03-15,4899.9024
2023-03-14,4899.157
2023-03-13,4897.8864
2023-03-10,4892.7144
2023-03-09,4890.7312
2023-03-08,4889.4136
2023-03-06,4887.7219
2023-03-03,4884.9987
2023-03-02,4884.191
2023-03-01,4883.7542
2023-02-28,4883.0447
2023-02-27,4881.9457
2023-02-24,4879.8682
2023-02-23,4879.256
2023-02-22,4878.6066
2023-02-21,4878.2092
2023-02-20,4877.4781
2023-02-17,4875.0045
2023-02-16,4874.1626
2023-02-15,4873.2698
2023-02-14,4872.3521
2023-02-13,4871.84
2023-02-10,4868.889
2023-02-09,4867.6435
2023-02-08,4867.0541
2023-02-07,4866.7645
2023-02-06,4865.8858
2023-02-03,4863.0655
2023-02-02,4862.0712
2023-02-01,4860.9087
2023-01-31,4859.608
2023-01-30,4858.6105
2023-01-27,4856.2499
2023-01-25,4854.3406
2023-01-24,4853.5428
2023-01-23,4852.3769
2023-01-20,4850.3717
2023-01-19,4849.4433
2023-01-18,4848.4779
2023-01-17,4847.748
2023-01-16,4846.8968
2023-01-13,4844.4447
2023-01-12,4843.8117
2023-01-11,4842.8852
2023-01-10,4842.2513
2023-01-09,4841.5665
2023-01-06,4839.1205
2023-01-05,4838.2055
2023-01-04,4837.2825
2023-01-03,4836.6654
2023-01-02,4835.6726
2022-12-30,4832.4416
2022-12-29,4830.6366
2022-12-28,4829.6393
2022-12-27,4828.4262
2022-12-26,4827.4361
2022-12-23,4824.8666
2022-12-22,4823.8607
2022-12-21,4822.8082
2022-12-20,4821.9236
2022-12-19,4821.0899
2022-12-16,4818.3944
2022-12-15,4817.6496
2022-12-14,4816.8856
2022-12-13,4815.7694
2022-12-12,4814.8064
2022-12-09,4812.0976
2022-12-08,4810.9594
2022-12-07,4809.8806
2022-12-06,4809.7359
2022-12-05,4808.5531
2022-12-02,4805.6153
2022-12-01,4804.6714
2022-11-30,4803.702
2022-11-29,4802.6233
2022-11-28,4801.6441
2022-11-25,4798.8306
2022-11-24,4797.8653
2022-11-23,4797.0432
2022-11-22,4796.1731
2022-11-21,4795.592
2022-11-18,4792.9297
2022-11-17,4792.1498
2022-11-16,4790.8597
2022-11-15,4789.6235
2022-11-14,4788.6422
2022-11-11,4785.9519
2022-11-10,4784.6486
2022-11-09,4783.6951
2022-11-07,4782.0135
2022-11-04,4779.3106
2022-11-03,4778.3629
2022-11-02,4777.494
2022-11-01,4776.3935
2022-10-31,4775.3215
2022-10-28,4772.4939
2022-10-27,4771.9116
2022-10-25,4769.6382
2022-10-21,4766.0779
2022-10-20,4765.9275
2022-10-19,4765.3101
2022-10-18,4764.8776
2022-10-17,4763.8856
2022-10-14,4761.2049
2022-10-13,4760.9857
2022-10-12,4760.2893
2022-10-11,4759.9544
2022-10-10,4760.9666
2022-10-07,4759.8123
2022-10-06,4759.7043
2022-10-04,4758.2177
2022-10-03,4756.8968
2022-09-30,4753.1669
2022-09-29,4751.0903
2022-09-28,4748.7921
2022-09-27,4747.9878
2022-09-26,4748.9929
2022-09-23,4748.4249
2022-09-22,4748.3794
2022-09-21,4748.1439
2022-09-20,4748.1787
2022-09-19,4748.6951
2022-09-16,4746.4594
2022-09-15,4746.1608
2022-09-14,4746.0148
2022-09-13,4746.1654
2022-09-12,4745.6667
2022-09-09,4743.7475
2022-09-08,4743.0082
2022-09-07,4742.3355
2022-09-06,4741.5332
2022-09-05,4740.6276
2022-09-02,4738.0271
2022-09-01,4737.0132
2022-08-30,4735.4654
2022-08-29,4734.7974
2022-08-26,4732.6881
2022-08-25,4732.2661
2022-08-24,4731.7676
2022-08-23,4730.9164
2022-08-22,4730.0494
2022-08-19,4727.9443
2022-08-18,4727.0674
2022-08-17,4726.2839
2022-08-12,4722.2678
2022-08-11,4721.6218
2022-08-10,4720.8499
2022-08-08,4719.2694
2022-08-05,4717.2189
2022-08-04,4717.3196
2022-08-03,4716.4678
2022-08-02,4715.8905
2022-08-01,4714.5361
2022-07-29,4711.2872
2022-07-28,4710.3011
2022-07-27,4709.4904
2022-07-26,4709.6138
2022-07-25,4709.8015
2022-07-22,4707.6646
2022-07-21,4707.005
2022-07-20,4707.0615
2022-07-19,4706.7889
2022-07-18,4706.4281
2022-07-15,4704.6836
2022-07-14,4703.9887
2022-07-13,4703.3254
2022-07-12,4702.207
2022-07-11,4701.8292
2022-07-08,4699.9447
2022-07-07,4699.4328
2022-07-06,4698.6958
2022-07-05,4697.1427
2022-07-04,4695.8615
2022-07-01,4693.1419
2022-06-30,4691.8689
2022-06-29,4690.6171
2022-06-28,4690.0126
2022-06-27,4689.5122
2022-06-24,4687.3746
2022-06-23,4686.3543
2022-06-22,4685.4043
2022-06-21,4684.3607
2022-06-20,4683.6357
2022-06-17,4681.5415
2022-06-16,4681.3669
2022-06-15,4681.0599
2022-06-14,4680.7705
2022-06-13,4680.1182
2022-06-10,4678.9235
2022-06-09,4678.2477
2022-06-08,4677.4139
2022-06-07,4674.5003
2022-06-06,4675.7967
2022-06-03,4674.391
2022-06-02,4673.7496
2022-06-01,4673.3433
2022-05-31,4672.3555
2022-05-30,4671.509
2022-05-27,4669.7316
2022-05-26,4669.0501
2022-05-25,4668.4291
2022-05-24,4667.5383
2022-05-23,4666.596
2022-05-20,4664.2514
2022-05-19,4663.7603
2022-05-18,4663.6769
2022-05-17,4663.1568
2022-05-13,4660.4211
2022-05-12,4661.152
2022-05-11,4661.465
2022-05-10,4661.6695
2022-05-09,4661.0231
2022-05-06,4659.6753
2022-05-05,4659.8157
2022-05-04,4663.213
2022-05-02,4670.3438
2022-04-29,4668.6368
2022-04-28,4668.3986
2022-04-27,4667.9813
2022-04-26,4667.5017
2022-04-25,4667.0374
2022-04-22,4665.5094
2022-04-21,4665.1007
2022-04-20,4664.1992
2022-04-19,4663.0264
2022-04-18,4661.7632
2022-04-13,4658.6761
2022-04-12,4659.2025
2022-04-11,4658.4514
2022-04-08,4657.34
2022-04-07,4659.715
2022-04-06,4658.9033
2022-04-05,4657.8426
2022-04-04,4657.4126
2022-03-31,4654.7981
2022-03-30,4653.235
2022-03-29,4652.382
2022-03-28,4651.7928
2022-03-25,4649.9585
2022-03-24,4649.185
2022-03-23,4648.1251
2022-03-22,4647.284
2022-03-21,4646.9229
2022-03-17,4644.4722
2022-03-16,4643.7689
2022-03-15,4642.8394
2022-03-14,4641.6497
2022-03-11,4639.5085
2022-03-10,4638.5529
2022-03-09,4637.9572
2022-03-08,4637.4429
2022-03-07,4637.2965
2022-03-04,4635.9975
2022-03-03,4635.5449
2022-03-02,4636.0196
2022-02-28,4635.194
2022-02-25,4633.8466
2022-02-24,4633.3979
2022-02-23,4632.8729
2022-02-22,4632.2755
2022-02-21,4631.8507
2022-02-18,4630.4697
2022-02-17,4630.1005
2022-02-16,4629.5429
2022-02-15,4628.7003
2022-02-14,4627.9324
2022-02-11,4625.8896
2022-02-10,4625.1949
2022-02-09,4623.3864
2022-02-08,4622.9825
2022-02-04,4620.8555
2022-02-03,4620.4475
2022-02-02,4619.9429
2022-02-01,4620.5663
2022-01-31,4620.7865
2022-01-28,4619.2857
2022-01-27,4618.7539
2022-01-25,4618.0168
2022-01-24,4617.7111
2022-01-21,4616.2092
2022-01-20,4615.744
2022-01-19,4615.2395
2022-01-18,4615.3083
2022-01-17,4614.8942
2022-01-14,4613.4875
2022-01-13,4612.896
2022-01-12,4612.1668
2022-01-11,4611.553
2022-01-10,4611.0181
2022-01-07,4609.615
2022-01-06,4609.1648
2022-01-05,4608.5927
2022-01-04,4607.9349
2022-01-03,4607.4503
2021-12-31,4605.4674
2021-12-30,4604.8427
2021-12-29,4604.2224
